product_name,category,min_price_inr,max_price_inr,price_unit,raw_price,supplier_name,location,state,verified,rating,review_count,min_order_qty,description,product_url,scraped_at,data_source
Polyester Woven Fabric,Textiles & Apparel,53.71,108.07,Roll,₹54 - ₹108/Piece,Raj Solutions,Pune,Maharashtra,True,4.8,479,5 Piece,High-quality polyester woven fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822408,synthetic
Digital Oscilloscope,Electronics,20648.61,31139.29,Pack of 100,"₹20,649 - ₹31,139/Unit",Royal Traders,Rajkot,Gujarat,False,4.4,134,500 Pack of 100,High-quality digital oscilloscope sourced directly from manufacturers.,,2026-06-12T12:55:32.821354,synthetic
Microfiber Cleaning Cloth,Textiles & Apparel,238.24,551.23,Meter,₹238 - ₹551/Piece,Advanced Manufacturers,Kanpur,Uttar Pradesh,True,,,100 Meter,High-quality microfiber cleaning cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825673,synthetic
Ammonium Sulphate,Chemical & Pharma,24189.07,25506.72,Kg,"₹24,189 - ₹25,507/Bag",Global Pvt Ltd,Faridabad,Haryana,True,3.7,309,10 Drum,High-quality ammonium sulphate sourced directly from manufacturers.,,2026-06-12T12:55:32.830678,synthetic
Ferric Chloride Solution,Chemical & Pharma,4609.13,7232.77,Kg,"₹4,609 - ₹7,233/Bag",Indian Industries,Kolkata,West Bengal,True,4.3,227,50 MT,High-quality ferric chloride solution sourced directly from manufacturers.,,2026-06-12T12:55:32.829927,synthetic
Lathe Machine,Industrial Machinery,2503669.63,3732016.71,Unit,"₹2,503,670 - ₹3,732,017/Unit",Indian Pvt Ltd,Kolkata,West Bengal,True,4.5,239,100 Unit,High-quality lathe machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811692,synthetic
Welding Robot,Industrial Machinery,2588398.39,4878744.73,Piece,"₹2,588,398 - ₹4,878,745/Unit",Raj Works,Noida,Uttar Pradesh,True,3.9,208,50 Set,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814541,synthetic
Fire Retardant Fabric,Textiles & Apparel,1106.67,1423.61,Kg,"₹1,107 - ₹1,424/Meter",Premier International,Kolkata,West Bengal,False,,,1 Meter,High-quality fire retardant fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826284,synthetic
Benzoic Acid,Chemical & Pharma,19776.43,33523.71,Bag,"₹19,776 - ₹33,524/Bag",Apex Pvt Ltd,Noida,Uttar Pradesh,True,4.9,181,500 Kg,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831255,synthetic
Industrial Salt,Chemical & Pharma,29800.88,32553.63,Drum,"₹29,801 - ₹32,554/Kg",Indian Corporation,Pune,Maharashtra,True,3.8,132,100 Drum,High-quality industrial salt sourced directly from manufacturers.,,2026-06-12T12:55:32.830794,synthetic
IoT Gateway Device,Electronics,28909.63,71037.12,Unit,"₹28,910 - ₹71,037/Unit",Bharat Solutions,Kanpur,Uttar Pradesh,True,,,500 Pack of 10,High-quality iot gateway device sourced directly from manufacturers.,,2026-06-12T12:55:32.820183,synthetic
Jute Hessian Cloth,Textiles & Apparel,315.82,349.69,Kg,₹316 - ₹350/Roll,National International,Kanpur,Uttar Pradesh,True,4.2,291,10 Kg,High-quality jute hessian cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.822734,synthetic
Potassium Nitrate Fertilizer,Chemical & Pharma,21010.35,35654.02,MT,"₹21,010 - ₹35,654/Drum",New Pvt Ltd,Kolkata,West Bengal,True,4.4,227,10 Kg,High-quality potassium nitrate fertilizer sourced directly from manufacturers.,,2026-06-12T12:55:32.828181,synthetic
Sodium Hydroxide Flakes,Chemical & Pharma,19761.83,25792.72,Kg,"₹19,762 - ₹25,793/MT",Royal Traders,Delhi,Delhi,True,3.5,441,1 Drum,High-quality sodium hydroxide flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.826907,synthetic
Screw Conveyor,Industrial Machinery,2315736.68,2448921.87,Set,"₹2,315,737 - ₹2,448,922/Unit",Star Pvt Ltd,Vadodara,Gujarat,True,,,10 Unit,High-quality screw conveyor sourced directly from manufacturers.,,2026-06-12T12:55:32.816071,synthetic
RF Signal Amplifier,Electronics,29933.72,65106.88,Piece,"₹29,934 - ₹65,107/Pack of 100",Shree Pvt Ltd,Vadodara,Gujarat,True,,,100 Unit,High-quality rf signal amplifier sourced directly from manufacturers.,,2026-06-12T12:55:32.818452,synthetic
LCD Display Panel,Electronics,9626.5,20257.04,Unit,"₹9,626 - ₹20,257/Pack of 100",Advanced Enterprises,Ahmedabad,Gujarat,False,4.3,439,500 Pack of 100,High-quality lcd display panel sourced directly from manufacturers.,,2026-06-12T12:55:32.819193,synthetic
Injection Molding Machine,Industrial Machinery,791566.6,1206871.01,Unit,"₹791,567 - ₹1,206,871/Unit",Modern Industries,Kanpur,Uttar Pradesh,False,4.1,386,50 Piece,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811970,synthetic
Servo Motor Driver,Electronics,26338.69,47951.52,Piece,"₹26,339 - ₹47,952/Pack of 100",Apex Exports,Ludhiana,Punjab,False,4.9,277,10 Piece,High-quality servo motor driver sourced directly from manufacturers.,,2026-06-12T12:55:32.821222,synthetic
Three Phase Inverter,Electronics,19917.48,25837.81,Piece,"₹19,917 - ₹25,838/Unit",Modern Manufacturers,Rajkot,Gujarat,True,3.9,376,5 Piece,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819863,synthetic
Microfiber Cleaning Cloth,Textiles & Apparel,471.89,813.9,Meter,₹472 - ₹814/Kg,Raj Manufacturers,Delhi,Delhi,True,,,5 Meter,High-quality microfiber cleaning cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825722,synthetic
Denim Twill Fabric,Textiles & Apparel,568.65,1376.42,Roll,"₹569 - ₹1,376/Meter",Shree Traders,Ahmedabad,Gujarat,True,,,500 Piece,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823354,synthetic
Gear Cutting Machine,Industrial Machinery,2836402.72,6324244.18,Unit,"₹2,836,403 - ₹6,324,244/Unit",Sri Exports,Vadodara,Gujarat,False,,,100 Piece,High-quality gear cutting machine sourced directly from manufacturers.,,2026-06-12T12:55:32.813125,synthetic
Antibacterial Sports Fabric,Textiles & Apparel,1185.28,2123.49,Roll,"₹1,185 - ₹2,123/Piece",Star Pvt Ltd,Bangalore,Karnataka,True,,,500 Kg,High-quality antibacterial sports fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826529,synthetic
Industrial UPS System,Electronics,5253.43,12182.77,Pack of 100,"₹5,253 - ₹12,183/Piece",Advanced Manufacturers,Kolkata,West Bengal,True,,,500 Pack of 10,High-quality industrial ups system sourced directly from manufacturers.,,2026-06-12T12:55:32.819327,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,28137.02,55694.45,MT,"₹28,137 - ₹55,694/Kg",Indian Solutions,Delhi,Delhi,True,4.8,209,50 Drum,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.828939,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,1978.38,4020.99,Drum,"₹1,978 - ₹4,021/Litre",Modern Works,Vadodara,Gujarat,False,4.1,317,500 Bag,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.829076,synthetic
Black Pepper Whole,Agricultural Products,979.55,1318.16,Bag (50 Kg),"₹980 - ₹1,318/Quintal",Raj International,Faridabad,Haryana,False,,,1 Bag (50 Kg),High-quality black pepper whole sourced directly from manufacturers.,,2026-06-12T12:55:32.832189,synthetic
PCB Prototype Board,Electronics,29230.69,37277.81,Piece,"₹29,231 - ₹37,278/Unit",Bharat Exports,Pune,Maharashtra,True,4.8,349,500 Pack of 10,High-quality pcb prototype board sourced directly from manufacturers.,,2026-06-12T12:55:32.818284,synthetic
Denim Twill Fabric,Textiles & Apparel,426.54,853.23,Piece,₹427 - ₹853/Kg,Star Enterprises,Coimbatore,Tamil Nadu,False,4.7,412,5 Kg,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823208,synthetic
Digital Oscilloscope,Electronics,23110.52,49649.17,Piece,"₹23,111 - ₹49,649/Unit",Sri Exports,Kanpur,Uttar Pradesh,True,4.8,247,500 Pack of 10,High-quality digital oscilloscope sourced directly from manufacturers.,,2026-06-12T12:55:32.821729,synthetic
Pellet Mill Machine,Industrial Machinery,2333854.33,4371334.03,Set,"₹2,333,854 - ₹4,371,334/Piece",Indian Industries,Ahmedabad,Gujarat,True,,,10 Unit,High-quality pellet mill machine sourced directly from manufacturers.,,2026-06-12T12:55:32.814428,synthetic
Digital Oscilloscope,Electronics,6091.13,12197.38,Pack of 10,"₹6,091 - ₹12,197/Pack of 10",Indian Enterprises,Indore,Madhya Pradesh,False,,,10 Pack of 10,High-quality digital oscilloscope sourced directly from manufacturers.,,2026-06-12T12:55:32.821565,synthetic
Acetone Solvent,Chemical & Pharma,25287.23,59941.89,Kg,"₹25,287 - ₹59,942/MT",Advanced Pvt Ltd,Mumbai,Maharashtra,True,,,10 Drum,High-quality acetone solvent sourced directly from manufacturers.,,2026-06-12T12:55:32.829303,synthetic
Yellow Corn Maize,Agricultural Products,2686.37,3528.65,Quintal,"₹2,686 - ₹3,529/Ton",Sri Exports,Mumbai,Maharashtra,False,3.8,242,5 Quintal,High-quality yellow corn maize sourced directly from manufacturers.,,2026-06-12T12:55:32.831898,synthetic
Jaw Crusher,Industrial Machinery,506143.41,1158564.65,Set,"₹506,143 - ₹1,158,565/Unit",Sri Solutions,Kanpur,Uttar Pradesh,False,,,50 Piece,High-quality jaw crusher sourced directly from manufacturers.,,2026-06-12T12:55:32.816396,synthetic
Industrial Epoxy Resin,Chemical & Pharma,25248.3,36020.41,Kg,"₹25,248 - ₹36,020/Drum",Global Works,Indore,Madhya Pradesh,True,,,500 Kg,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828251,synthetic
Variable Frequency Drive,Electronics,12643.15,29533.43,Piece,"₹12,643 - ₹29,533/Pack of 100",Shree Works,Rajkot,Gujarat,False,,,100 Piece,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819553,synthetic
Ammonium Sulphate,Chemical & Pharma,19961.34,43802.17,Bag,"₹19,961 - ₹43,802/MT",Advanced International,Delhi,Delhi,False,3.5,309,50 MT,High-quality ammonium sulphate sourced directly from manufacturers.,,2026-06-12T12:55:32.830633,synthetic
Citric Acid Monohydrate,Chemical & Pharma,11554.54,14060.35,Drum,"₹11,555 - ₹14,060/Litre",Advanced Enterprises,Delhi,Delhi,False,3.6,15,10 Bag,High-quality citric acid monohydrate sourced directly from manufacturers.,,2026-06-12T12:55:32.828652,synthetic
Arduino Mega Development Board,Electronics,20221.32,37196.02,Pack of 100,"₹20,221 - ₹37,196/Unit",Raj Traders,Vadodara,Gujarat,True,,,5 Piece,High-quality arduino mega development board sourced directly from manufacturers.,,2026-06-12T12:55:32.816516,synthetic
Acetone Solvent,Chemical & Pharma,29259.4,39170.38,Bag,"₹29,259 - ₹39,170/Litre",Raj Pvt Ltd,Coimbatore,Tamil Nadu,False,4.6,174,1 Litre,High-quality acetone solvent sourced directly from manufacturers.,,2026-06-12T12:55:32.829285,synthetic
Activated Carbon Powder,Chemical & Pharma,19827.35,37162.27,Kg,"₹19,827 - ₹37,162/Drum",Raj Corporation,Surat,Gujarat,True,4.7,9,50 Kg,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827609,synthetic
Antibacterial Sports Fabric,Textiles & Apparel,660.08,1467.85,Meter,"₹660 - ₹1,468/Piece",Star Manufacturers,Vadodara,Gujarat,True,3.5,221,50 Piece,High-quality antibacterial sports fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826588,synthetic
Industrial Air Compressor,Industrial Machinery,2595093.53,6363141.31,Set,"₹2,595,094 - ₹6,363,141/Unit",Shree Industries,Surat,Gujarat,True,4.5,432,10 Piece,High-quality industrial air compressor sourced directly from manufacturers.,,2026-06-12T12:55:32.811577,synthetic
Hydrochloric Acid Industrial,Chemical & Pharma,6315.54,14783.78,Kg,"₹6,316 - ₹14,784/MT",Modern Industries,Kanpur,Uttar Pradesh,True,4.7,209,50 Drum,High-quality hydrochloric acid industrial sourced directly from manufacturers.,,2026-06-12T12:55:32.827054,synthetic
Industrial Grinder,Industrial Machinery,443576.87,741836.36,Piece,"₹443,577 - ₹741,836/Set",National Industries,Gurgaon,Haryana,True,3.8,343,100 Set,High-quality industrial grinder sourced directly from manufacturers.,,2026-06-12T12:55:32.815106,synthetic
Soybean Oil Crude,Agricultural Products,1596.14,3063.69,Quintal,"₹1,596 - ₹3,064/Quintal",Advanced Industries,Jaipur,Rajasthan,False,4.0,419,10 Bag (50 Kg),High-quality soybean oil crude sourced directly from manufacturers.,,2026-06-12T12:55:32.832390,synthetic
Benzoic Acid,Chemical & Pharma,10775.16,13321.48,Litre,"₹10,775 - ₹13,321/Drum",Star Industries,Gurgaon,Haryana,True,3.9,333,10 Drum,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831298,synthetic
Wheat Flour Maida,Agricultural Products,2235.65,2975.81,Ton,"₹2,236 - ₹2,976/Bag (50 Kg)",Advanced Solutions,Faridabad,Haryana,True,4.8,348,5 Quintal,High-quality wheat flour maida sourced directly from manufacturers.,,2026-06-12T12:55:32.833957,synthetic
Viscose Georgette,Textiles & Apparel,1015.13,1596.21,Meter,"₹1,015 - ₹1,596/Meter",Indian Enterprises,Jaipur,Rajasthan,False,4.5,69,5 Piece,High-quality viscose georgette sourced directly from manufacturers.,,2026-06-12T12:55:32.824572,synthetic
Heat Treatment Furnace,Industrial Machinery,993840.92,1469570.63,Unit,"₹993,841 - ₹1,469,571/Piece",Bharat Manufacturers,Kanpur,Uttar Pradesh,True,4.5,180,100 Unit,High-quality heat treatment furnace sourced directly from manufacturers.,,2026-06-12T12:55:32.815269,synthetic
Dried Red Chilli,Agricultural Products,816.85,1610.62,Kg,"₹817 - ₹1,611/Quintal",Modern International,Ahmedabad,Gujarat,False,,,50 Ton,High-quality dried red chilli sourced directly from manufacturers.,,2026-06-12T12:55:32.832969,synthetic
Gear Cutting Machine,Industrial Machinery,1316116.69,2935802.5,Piece,"₹1,316,117 - ₹2,935,802/Unit",Premier International,Ahmedabad,Gujarat,True,4.0,54,10 Set,High-quality gear cutting machine sourced directly from manufacturers.,,2026-06-12T12:55:32.813080,synthetic
Industrial PLC Controller,Electronics,8898.2,21220.37,Unit,"₹8,898 - ₹21,220/Pack of 100",New Pvt Ltd,Ahmedabad,Gujarat,False,3.7,160,100 Pack of 100,High-quality industrial plc controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817594,synthetic
Onion Dehydrated Flakes,Agricultural Products,269.72,336.71,Quintal,₹270 - ₹337/Kg,Bharat Pvt Ltd,Surat,Gujarat,True,,,500 Kg,High-quality onion dehydrated flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.835278,synthetic
Sunflower Seeds,Agricultural Products,354.41,832.1,Kg,₹354 - ₹832/Quintal,Anand Works,Noida,Uttar Pradesh,False,,,500 Bag (50 Kg),High-quality sunflower seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833803,synthetic
RFID Reader Module,Electronics,16230.11,23697.62,Pack of 100,"₹16,230 - ₹23,698/Piece",Global Pvt Ltd,Indore,Madhya Pradesh,True,4.7,229,10 Piece,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820435,synthetic
Sesame Seeds Natural,Agricultural Products,1809.39,3283.19,Kg,"₹1,809 - ₹3,283/Ton",Advanced Exports,Ludhiana,Punjab,True,4.9,414,500 Bag (50 Kg),High-quality sesame seeds natural sourced directly from manufacturers.,,2026-06-12T12:55:32.833502,synthetic
Sesame Seeds Natural,Agricultural Products,1063.24,1162.56,Kg,"₹1,063 - ₹1,163/MT",Indian Manufacturers,Chennai,Tamil Nadu,True,3.8,126,10 MT,High-quality sesame seeds natural sourced directly from manufacturers.,,2026-06-12T12:55:32.833466,synthetic
Titanium Dioxide Pigment,Chemical & Pharma,10018.83,12011.2,Bag,"₹10,019 - ₹12,011/MT",Shree International,Jaipur,Rajasthan,True,4.6,306,50 Drum,High-quality titanium dioxide pigment sourced directly from manufacturers.,,2026-06-12T12:55:32.827758,synthetic
Industrial Salt,Chemical & Pharma,2717.8,5579.88,MT,"₹2,718 - ₹5,580/Drum",Advanced Exports,Hyderabad,Telangana,True,4.4,330,500 Bag,High-quality industrial salt sourced directly from manufacturers.,,2026-06-12T12:55:32.830814,synthetic
Castor Seeds,Agricultural Products,987.36,1584.85,Ton,"₹987 - ₹1,585/Kg",Advanced International,Noida,Uttar Pradesh,False,,,10 MT,High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833536,synthetic
Fire Retardant Fabric,Textiles & Apparel,1110.59,2648.41,Meter,"₹1,111 - ₹2,648/Kg",Modern Manufacturers,Nagpur,Maharashtra,True,4.2,491,50 Piece,High-quality fire retardant fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826407,synthetic
Cotton Seed,Agricultural Products,22.43,53.12,Quintal,₹22 - ₹53/Ton,Modern Works,Delhi,Delhi,False,,,10 Quintal,High-quality cotton seed sourced directly from manufacturers.,,2026-06-12T12:55:32.833188,synthetic
SMD Capacitor Kit,Electronics,2098.93,3918.22,Pack of 10,"₹2,099 - ₹3,918/Pack of 100",Royal International,Gurgaon,Haryana,True,4.6,322,5 Piece,High-quality smd capacitor kit sourced directly from manufacturers.,,2026-06-12T12:55:32.818153,synthetic
Pellet Mill Machine,Industrial Machinery,2039480.41,3895498.67,Unit,"₹2,039,480 - ₹3,895,499/Set",Shree Enterprises,Indore,Madhya Pradesh,True,,,5 Unit,High-quality pellet mill machine sourced directly from manufacturers.,,2026-06-12T12:55:32.814471,synthetic
Zinc Oxide Powder,Chemical & Pharma,17316.84,29278.13,Litre,"₹17,317 - ₹29,278/Litre",Bharat Enterprises,Nagpur,Maharashtra,False,,,10 Bag,High-quality zinc oxide powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831031,synthetic
Castor Seeds,Agricultural Products,1987.19,4899.83,Quintal,"₹1,987 - ₹4,900/Kg",National Solutions,Pune,Maharashtra,True,3.6,393,5 MT,High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833666,synthetic
Arduino Mega Development Board,Electronics,18798.49,31382.97,Unit,"₹18,798 - ₹31,383/Pack of 100",Premier Corporation,Nagpur,Maharashtra,False,4.5,196,10 Pack of 100,High-quality arduino mega development board sourced directly from manufacturers.,,2026-06-12T12:55:32.816612,synthetic
BLDC Motor Controller,Electronics,22812.12,38552.06,Pack of 10,"₹22,812 - ₹38,552/Unit",Modern Enterprises,Kolkata,West Bengal,True,,,50 Unit,High-quality bldc motor controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817879,synthetic
Moringa Leaf Powder,Agricultural Products,1055.69,1227.08,MT,"₹1,056 - ₹1,227/Quintal",Royal Manufacturers,Kanpur,Uttar Pradesh,False,,,500 Bag (50 Kg),High-quality moringa leaf powder sourced directly from manufacturers.,,2026-06-12T12:55:32.834928,synthetic
RFID Reader Module,Electronics,19414.51,46840.21,Piece,"₹19,415 - ₹46,840/Pack of 10",New Traders,Bangalore,Karnataka,False,3.6,38,100 Piece,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820484,synthetic
Microfiber Cleaning Cloth,Textiles & Apparel,513.5,1105.3,Kg,"₹514 - ₹1,105/Kg",Sri Exports,Hyderabad,Telangana,True,4.7,327,100 Piece,High-quality microfiber cleaning cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825551,synthetic
Industrial Epoxy Resin,Chemical & Pharma,20174.65,42080.46,Bag,"₹20,175 - ₹42,080/Bag",Anand Manufacturers,Indore,Madhya Pradesh,True,,,50 Kg,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828304,synthetic
Sodium Hydroxide Flakes,Chemical & Pharma,24176.22,51464.9,Litre,"₹24,176 - ₹51,465/MT",Star Exports,Jaipur,Rajasthan,False,,,10 Bag,High-quality sodium hydroxide flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.826970,synthetic
Sodium Hydroxide Flakes,Chemical & Pharma,27095.2,55372.02,Drum,"₹27,095 - ₹55,372/MT",Global Industries,Vadodara,Gujarat,True,4.1,466,5 MT,High-quality sodium hydroxide flakes sourced directly from manufacturers.,,2026-06-12T12:55:32.827033,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,841.04,1409.86,Litre,"₹841 - ₹1,410/Kg",Star Pvt Ltd,Mumbai,Maharashtra,True,4.0,129,10 Kg,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.828999,synthetic
Industrial PLC Controller,Electronics,16332.17,35874.35,Piece,"₹16,332 - ₹35,874/Piece",New Pvt Ltd,Rajkot,Gujarat,True,4.4,469,500 Unit,High-quality industrial plc controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817524,synthetic
Dried Red Chilli,Agricultural Products,1632.86,2617.91,Kg,"₹1,633 - ₹2,618/Kg",New Industries,Jaipur,Rajasthan,True,4.9,464,1 Kg,High-quality dried red chilli sourced directly from manufacturers.,,2026-06-12T12:55:32.833120,synthetic
Hydraulic Press Machine,Industrial Machinery,1030423.79,1520467.78,Set,"₹1,030,424 - ₹1,520,468/Piece",Apex Industries,Chennai,Tamil Nadu,True,4.8,135,500 Unit,High-quality hydraulic press machine sourced directly from manufacturers.,,2026-06-12T12:55:32.810996,synthetic
Recycled PET Fabric,Textiles & Apparel,719.19,1704.53,Kg,"₹719 - ₹1,705/Meter",Apex Manufacturers,Ahmedabad,Gujarat,True,,,1 Piece,High-quality recycled pet fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826689,synthetic
Activated Carbon Powder,Chemical & Pharma,27920.38,50663.04,Drum,"₹27,920 - ₹50,663/MT",Raj Corporation,Indore,Madhya Pradesh,False,3.6,411,500 MT,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827569,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,22078.7,43861.08,MT,"₹22,079 - ₹43,861/Bag",Indian Industries,Chennai,Tamil Nadu,True,4.7,363,500 Bag,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828498,synthetic
Antibacterial Sports Fabric,Textiles & Apparel,1182.26,1975.02,Kg,"₹1,182 - ₹1,975/Meter",Indian International,Ahmedabad,Gujarat,True,4.9,189,500 Meter,High-quality antibacterial sports fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826467,synthetic
IoT Gateway Device,Electronics,2232.78,4635.56,Piece,"₹2,233 - ₹4,636/Pack of 10",Premier Solutions,Indore,Madhya Pradesh,False,,,100 Pack of 100,High-quality iot gateway device sourced directly from manufacturers.,,2026-06-12T12:55:32.820372,synthetic
Organic Turmeric Powder,Agricultural Products,2385.23,4904.07,MT,"₹2,385 - ₹4,904/Bag (50 Kg)",New Solutions,Faridabad,Haryana,True,4.3,39,50 Ton,High-quality organic turmeric powder sourced directly from manufacturers.,,2026-06-12T12:55:32.832050,synthetic
Injection Molding Machine,Industrial Machinery,95494.86,154828.62,Unit,"₹95,495 - ₹154,829/Piece",Modern International,Noida,Uttar Pradesh,True,,,5 Piece,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811946,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,2559.14,6231.49,Bag,"₹2,559 - ₹6,231/Bag",Anand International,Vadodara,Gujarat,True,,,100 Kg,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828517,synthetic
Industrial Fan,Industrial Machinery,2649130.36,5576119.24,Unit,"₹2,649,130 - ₹5,576,119/Set",Global Industries,Faridabad,Haryana,True,4.4,100,50 Set,High-quality industrial fan sourced directly from manufacturers.,,2026-06-12T12:55:32.815722,synthetic
Non-Woven PP Fabric,Textiles & Apparel,1111.34,1450.34,Kg,"₹1,111 - ₹1,450/Piece",Royal Works,Mumbai,Maharashtra,True,,,10 Piece,High-quality non-woven pp fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.825456,synthetic
Fresh Pomegranate Arils,Agricultural Products,234.24,297.71,Quintal,₹234 - ₹298/Ton,Modern Industries,Nagpur,Maharashtra,False,,,50 Kg,High-quality fresh pomegranate arils sourced directly from manufacturers.,,2026-06-12T12:55:32.832805,synthetic
Vertical Machining Centre,Industrial Machinery,831173.32,1878742.38,Set,"₹831,173 - ₹1,878,742/Set",Bharat Corporation,Nagpur,Maharashtra,False,4.1,472,1 Unit,High-quality vertical machining centre sourced directly from manufacturers.,,2026-06-12T12:55:32.813292,synthetic
CNC Milling Machine,Industrial Machinery,890137.17,1746028.72,Unit,"₹890,137 - ₹1,746,029/Piece",Modern Pvt Ltd,Rajkot,Gujarat,True,3.6,117,1 Unit,High-quality cnc milling machine sourced directly from manufacturers.,,2026-06-12T12:55:32.810779,synthetic
Net Embroidered Lace,Textiles & Apparel,1148.3,1924.65,Meter,"₹1,148 - ₹1,925/Roll",Indian Works,Surat,Gujarat,False,,,50 Piece,High-quality net embroidered lace sourced directly from manufacturers.,,2026-06-12T12:55:32.824893,synthetic
Spandex Knit Fabric,Textiles & Apparel,199.31,263.59,Kg,₹199 - ₹264/Kg,Anand Enterprises,Bangalore,Karnataka,False,4.4,137,10 Meter,High-quality spandex knit fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823538,synthetic
Chickpea (Chana Dal),Agricultural Products,106.09,254.91,Kg,₹106 - ₹255/Quintal,Advanced Traders,Hyderabad,Telangana,True,4.1,496,100 Quintal,High-quality chickpea (chana dal) sourced directly from manufacturers.,,2026-06-12T12:55:32.834063,synthetic
Wheat Flour Maida,Agricultural Products,1381.66,3109.06,Ton,"₹1,382 - ₹3,109/Bag (50 Kg)",Sri Traders,Coimbatore,Tamil Nadu,True,4.7,439,500 Ton,High-quality wheat flour maida sourced directly from manufacturers.,,2026-06-12T12:55:32.833918,synthetic
Jaw Crusher,Industrial Machinery,1921553.31,4638479.15,Piece,"₹1,921,553 - ₹4,638,479/Unit",Raj International,Rajkot,Gujarat,True,,,500 Set,High-quality jaw crusher sourced directly from manufacturers.,,2026-06-12T12:55:32.816324,synthetic
Solar Charge Controller,Electronics,5324.21,10164.73,Unit,"₹5,324 - ₹10,165/Pack of 10",Royal Pvt Ltd,Rajkot,Gujarat,True,,,50 Unit,High-quality solar charge controller sourced directly from manufacturers.,,2026-06-12T12:55:32.818793,synthetic
Jaw Crusher,Industrial Machinery,2570597.32,6042733.98,Set,"₹2,570,597 - ₹6,042,734/Piece",Raj Corporation,Jaipur,Rajasthan,True,,,50 Unit,High-quality jaw crusher sourced directly from manufacturers.,,2026-06-12T12:55:32.816248,synthetic
Industrial Epoxy Resin,Chemical & Pharma,20306.29,33180.33,Drum,"₹20,306 - ₹33,180/Drum",Bharat International,Vadodara,Gujarat,True,3.9,256,500 Drum,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828344,synthetic
LCD Display Panel,Electronics,29166.34,64815.43,Pack of 100,"₹29,166 - ₹64,815/Pack of 10",Modern Corporation,Bangalore,Karnataka,False,,,100 Unit,High-quality lcd display panel sourced directly from manufacturers.,,2026-06-12T12:55:32.819171,synthetic
Energy Meter,Electronics,21928.32,27106.77,Pack of 100,"₹21,928 - ₹27,107/Pack of 100",Royal Pvt Ltd,Faridabad,Haryana,True,4.0,452,10 Pack of 100,High-quality energy meter sourced directly from manufacturers.,,2026-06-12T12:55:32.820157,synthetic
